loan_id,borrower_id,borrower_name,co_borrower_name,loan_type,loan_purpose,property_state,property_zip,servicer_name,original_principal,current_balance,interest_rate,monthly_payment,origination_date,maturity_date,last_payment_date,next_payment_date,payment_status,days_past_due,document_status,lien_position
L007530,B6692,Joseph Garcia,,USDA,HOME_EQUITY,GA,71573,Green Tree Servicing,798372.00,473552.84,5.229,3826.80,2010-03-11,2020-03-11,2011-03-21,2011-04-20,CURRENT,0,COMPLETE,FIRST
L001131,B1605,William Garcia,John Lee,USDA,CONSTRUCTION,IA,96975,Nationstar Mortgage,167614.00,44421.88,2.789,428.52,2022-06-06,2042-06-06,2027-11-21,2027-12-21,CURRENT,0,INCOMPLETE,SECOND
L007359,B9880,Susan Johnson,,FIXED,REFINANCE,MD,46823,SunTrust Mortgage,743867.00,467039.05,5.001,3410.07,2021-05-14,2051-05-14,2022-05-31,2022-06-30,CURRENT,0,COMPLETE,SECOND
L004968,B6579,Joseph Garcia,,FIXED,CASH_OUT_REFINANCE,VA,37769,Citimortgage,654014.00,200558.73,7.924,4750.54,2018-05-13,2038-05-13,2028-06-13,2028-07-13,CURRENT,0,INCOMPLETE,SECOND
L002935,B2381,John Martin,Susan Thomas,JUMBO,PURCHASE,VT,81326,Wells Fargo Home Mortgage,95229.00,27622.08,2.597,226.70,2018-12-19,2048-12-19,2024-04-28,2024-05-28,CURRENT,0,COMPLETE,SECOND
L003086,B2246,Richard Martinez,,ARM,REFINANCE,NY,53083,JPMorgan Chase Bank,423065.00,0.00,7.426,2879.87,2017-09-07,2032-09-07,2027-05-25,2027-06-24,PAID_OFF,0,COMPLETE,SECOND
L005716,B1827,Michael Garcia,,VA,REFINANCE,CA,53709,JPMorgan Chase Bank,641397.00,549610.22,5.832,3428.91,2018-10-25,2038-10-25,2025-05-13,2025-06-12,CURRENT,0,MISSING,FIRST
L009256,B2572,Karen Smith,,FHA,HOME_EQUITY,MS,82761,PNC Bank,232317.00,0.00,7.891,1680.45,2012-12-16,2032-12-16,2020-12-14,2021-01-13,PAID_OFF,0,MISSING,SECOND
L008742,B7851,Michael Wilson,,ARM,CONSTRUCTION,NH,37223,Caliber Home Loans,263960.00,181000.81,8.242,1994.26,2017-02-07,2047-02-07,2025-08-17,2025-09-16,CURRENT,0,COMPLETE,FIRST
L007548,B3645,Thomas Hernandez,,FHA,PURCHASE,LA,74924,Flagstar Bank,268570.00,0.00,4.215,1037.69,2022-06-15,2042-06-15,2023-09-22,2023-10-22,PAID_OFF,0,COMPLETE,SECOND
L003533,B4227,Thomas Williams,,JUMBO,PURCHASE,NM,34655,Flagstar Bank,629778.00,543883.07,7.688,4438.26,2017-09-05,2047-09-05,2025-10-20,2025-11-19,CURRENT,0,COMPLETE,FIRST
L001537,B6169,Michael Williams,,JUMBO,PURCHASE,AR,50413,Freedom Mortgage,341755.00,0.00,7.529,2358.65,2015-06-06,2045-06-06,2017-06-20,2017-07-20,PAID_OFF,0,COMPLETE,SECOND
L007516,B1137,Richard White,,VA,PURCHASE,WY,34763,PHH Mortgage,254740.00,207220.81,4.264,995.69,2016-07-29,2031-07-29,2021-12-21,2022-01-20,CURRENT,0,COMPLETE,FIRST
L003062,B3083,William Garcia,,VA,PURCHASE,MI,74249,Quicken Loans,429602.00,171589.67,3.404,1340.50,2016-06-03,2031-06-03,2016-11-27,2016-12-27,DELINQUENT,89,COMPLETE,SECOND
L007168,B9249,Richard Brown,John Williams,VA,CASH_OUT_REFINANCE,DE,72431,Caliber Home Loans,562368.00,457041.67,5.974,3079.62,2017-02-03,2037-02-03,2021-05-17,2021-06-16,CURRENT,0,COMPLETE,FIRST
L000240,B1618,John Thompson,,FHA,PURCHASE,KY,52558,Citimortgage,532732.00,514055.70,4.634,2262.96,2013-02-07,2033-02-07,2017-04-20,2017-05-20,PAID_OFF,0,INCOMPLETE,SECOND
L000914,B3700,John Anderson,Patricia Anderson,FIXED,CASH_OUT_REFINANCE,MS,36515,JPMorgan Chase Bank,99167.00,30369.46,3.695,335.89,2017-06-25,2032-06-25,2020-07-31,2020-08-30,DEFAULT,247,COMPLETE,FIRST
L007972,B8988,Jessica Jackson,,USDA,REFINANCE,IA,11008,JPMorgan Chase Bank,675742.00,547884.34,2.571,1592.55,2022-03-13,2042-03-13,2023-07-15,2023-08-14,DELINQUENT,87,MISSING,SECOND
L006479,B4926,James Martinez,,FHA,REFINANCE,FL,73509,PHH Mortgage,110681.00,90745.72,4.889,496.03,2014-05-09,2044-05-09,2022-04-03,2022-05-03,CURRENT,0,COMPLETE,SECOND
L007167,B3469,Joseph Martin,,FHA,HOME_EQUITY,CO,90416,Green Tree Servicing,110929.00,83106.44,5.973,607.36,2012-10-24,2022-10-24,2016-08-03,2016-09-02,CURRENT,0,COMPLETE,SECOND
L001628,B5703,Richard Thomas,,ARM,REFINANCE,ME,26500,PNC Bank,59944.00,33237.08,6.108,335.63,2019-05-26,2039-05-26,2024-11-23,2024-12-23,CURRENT,0,INCOMPLETE,SECOND
L007587,B6157,Sarah Thomas,,FHA,CASH_OUT_REFINANCE,DC,50538,Freedom Mortgage,59288.00,0.00,8.121,441.35,2016-10-15,2046-10-15,2023-02-09,2023-03-11,PAID_OFF,0,COMPLETE,FIRST
L002422,B9195,Sarah Brown,,VA,HOME_EQUITY,ND,83148,Green Tree Servicing,485191.00,163719.91,7.041,3131.54,2021-01-13,2041-01-13,2030-09-05,2030-10-05,CURRENT,0,COMPLETE,FIRST
L004197,B5911,James Wilson,Thomas Williams,FHA,CONSTRUCTION,NC,73614,Quicken Loans,98785.00,0.00,5.14,465.44,2015-08-30,2025-08-30,2026-07-09,2026-08-08,PAID_OFF,0,COMPLETE,FIRST
L001898,B5297,Thomas Davis,,FIXED,CONSTRUCTION,NH,43597,Quicken Loans,700317.00,249885.90,3.276,2103.05,2014-02-22,2024-02-22,2021-02-11,2021-03-13,CURRENT,0,COMPLETE,FIRST
L005550,B9115,James White,,FIXED,CASH_OUT_REFINANCE,NY,27741,Citimortgage,183666.00,96923.23,6.025,1014.37,2021-06-29,2051-06-29,2023-06-19,2023-07-19,DELINQUENT,61,COMPLETE,SECOND
L002602,B2249,James Thompson,James Taylor,FHA,CONSTRUCTION,OH,52119,Wells Fargo Home Mortgage,784664.00,432859.55,3.56,2560.62,2021-11-29,2036-11-29,2032-01-19,2032-02-18,CURRENT,0,COMPLETE,SECOND
L002571,B8340,Jessica Thompson,,FHA,REFINANCE,MA,32850,Wells Fargo Home Mortgage,727640.00,287689.79,8.23,5489.44,2012-02-29,2032-02-29,2017-01-06,2017-02-05,CURRENT,0,COMPLETE,SECOND
L000585,B3663,Linda Lee,Charles Thomas,CONVENTIONAL,HOME_EQUITY,LA,45949,PNC Bank,-449812.00,359802.55,5.304,2186.99,2015-05-06,2030-05-06,2025-08-08,2025-09-07,CURRENT,0,COMPLETE,SECOND
L007630,B6622,Richard White,,FIXED,CONSTRUCTION,IN,68333,Nationstar Mortgage,423253.00,270674.72,4.055,1573.27,2021-10-18,2031-10-18,2031-08-09,2031-09-08,CURRENT,0,INCOMPLETE,SECOND
L007353,B7679,Susan Taylor,,FHA,HOME_EQUITY,OR,30163,Nationstar Mortgage,689319.00,608945.84,7.585,4792.78,2020-07-27,2050-07-27,2026-12-09,2027-01-08,CURRENT,0,COMPLETE,SECOND
L009291,B5778,Linda Hernandez,,FIXED,REFINANCE,PA,73412,Bank of America,420923.00,0.00,7.518,2900.79,2019-09-13,2029-09-13,2029-06-06,2029-07-06,PAID_OFF,0,COMPLETE,FIRST
L008460,B1118,James Moore,Patricia White,FHA,HOME_EQUITY,FL,73984,SunTrust Mortgage,750750.00,412772.43,8.405,5784.22,2012-03-25,2042-03-25,2019-12-04,2020-01-03,CURRENT,0,COMPLETE,SECOND
L007745,B3705,Charles Thomas,,USDA,REFINANCE,GA,54839,Green Tree Servicing,637199.00,475828.69,4.717,2755.20,2018-10-06,2033-10-06,2021-10-25,2021-11-24,CURRENT,0,COMPLETE,FIRST
L006876,B4019,Susan Taylor,,JUMBO,CONSTRUCTION,VA,35051,Quicken Loans,732795.00,307254.87,3.095,2079.00,2021-10-22,2051-10-22,2027-09-03,2027-10-03,CURRENT,0,COMPLETE,FIRST
L001960,B8384,Richard Moore,,FIXED,HOME_EQUITY,OR,80399,PNC Bank,724918.00,306317.63,4.614,3066.04,2019-05-15,2034-05-15,2029-05-04,2029-06-03,DELINQUENT,64,COMPLETE,SECOND
L001694,B8157,Lisa Anderson,,CONVENTIONAL,PURCHASE,MA,12401,PNC Bank,765001.00,0.00,6.799,4767.80,2020-12-28,2050-12-28,2029-08-14,2029-09-13,PAID_OFF,0,COMPLETE,FIRST
L008972,B1634,Michael Davis,,FIXED,REFINANCE,TX,11938,Green Tree Servicing,118335.00,0.00,6.214,674.06,2012-11-13,2027-11-13,2023-02-25,2023-03-27,CLOSED,0,COMPLETE,SECOND
L001774,B2424,Michael White,,USDA,CONSTRUCTION,NM,33055,Freedom Mortgage,169383.00,0.00,3.724,578.22,2016-10-14,2031-10-14,2019-10-22,2019-11-21,PAID_OFF,0,COMPLETE,SECOND
L008209,B9662,Richard Jackson,Richard Thomas,JUMBO,REFINANCE,AK,55556,JPMorgan Chase Bank,715750.00,205979.14,4.075,2673.62,2014-03-31,2034-03-31,2015-11-21,2015-12-21,CURRENT,0,COMPLETE,FIRST
L009689,B9063,William Thomas,,CONVENTIONAL,PURCHASE,UT,96603,SunTrust Mortgage,71438.00,0.00,7.607,498.14,2012-04-03,2032-04-03,2017-09-26,2017-10-26,CLOSED,0,MISSING,FIRST
L001690,B9009,David Williams,Sarah Miller,JUMBO,CONSTRUCTION,KY,11553,Quicken Loans,656988.00,0.00,4.395,2646.84,2017-10-07,2027-10-07,2024-03-05,2024-04-04,CLOSED,0,COMPLETE,SECOND
L000466,B7169,Thomas Anderson,,FHA,CONSTRUCTION,AR,42112,Wells Fargo Home Mortgage,-497858.00,279684.37,6.577,3001.54,2013-10-10,2023-10-10,2014-12-07,2015-01-06,CURRENT,0,COMPLETE,FIRST
L008396,B6784,Richard Jones,,JUMBO,HOME_EQUITY,MT,97368,Bank of America,66437.00,41201.15,8.261,503.10,2014-03-13,2029-03-13,2014-11-12,2014-12-12,DELINQUENT,37,COMPLETE,FIRST
L003719,B6629,Jessica Thomas,John Johnson,JUMBO,PURCHASE,AL,85063,PNC Bank,633645.00,524829.56,7.228,4198.32,2011-10-20,2041-10-20,2019-08-27,2019-09-26,CURRENT,0,COMPLETE,FIRST
L004822,B4185,Robert Hernandez,,JUMBO,PURCHASE,AK,72126,Quicken Loans,557311.00,314932.96,2.686,1372.19,2011-10-13,2041-10-13,2020-06-27,2020-07-27,CURRENT,0,COMPLETE,FIRST
L000354,B7364,Jennifer Moore,,FIXED,CONSTRUCTION,KS,14440,US Bank,58248.00,30989.99,7.959,424.96,2018-10-25,2038-10-25,2022-04-09,2022-05-09,CLOSED,0,COMPLETE,FIRST
L001728,B3250,Joseph Jones,,VA,CASH_OUT_REFINANCE,NV,33184,PNC Bank,333903.00,95894.16,5.446,1666.90,2010-04-18,2040-04-18,2019-07-22,2019-08-21,DELINQUENT,46,INCOMPLETE,SECOND
L004074,B1023,James Martinez,,FIXED,PURCHASE,OK,23578,PHH Mortgage,579650.00,202864.40,5.335,2834.73,2014-07-30,2024-07-30,2023-03-05,2023-04-04,CURRENT,0,COMPLETE,FIRST
L008635,B6304,Linda Wilson,,FIXED,CASH_OUT_REFINANCE,MO,18999,Bank of America,677428.00,293750.91,2.695,1673.53,2011-11-18,2031-11-18,2016-12-23,2017-01-22,CURRENT,0,COMPLETE,FIRST
L003247,B9930,Lisa Smith,,CONVENTIONAL,CASH_OUT_REFINANCE,OR,13676,PHH Mortgage,365965.00,111581.96,7.285,2443.88,2019-11-18,2039-11-18,2020-12-11,2021-01-10,CURRENT,0,INCOMPLETE,FIRST
L005006,B5352,David Lee,,USDA,HOME_EQUITY,NJ,35184,Citimortgage,707518.00,336220.59,7.227,4687.13,2013-10-23,2028-10-23,2020-06-02,2020-07-02,CURRENT,0,COMPLETE,FIRST
L006717,B3689,Joseph Smith,,VA,REFINANCE,ME,42993,PNC Bank,610635.00,492695.25,3.787,2119.77,2022-01-20,2037-01-20,2022-05-16,2022-06-15,DEFAULT,235,COMPLETE,FIRST
L001517,B1616,Barbara White,,ARM,CONSTRUCTION,IN,77678,Caliber Home Loans,670670.00,561827.05,7.289,4481.14,2017-08-19,2037-08-19,2019-03-30,2019-04-29,CURRENT,0,MISSING,SECOND
L000150,B9589,Michael Wilson,,JUMBO,HOME_EQUITY,AR,62028,Flagstar Bank,646296.00,177863.84,0.0645,1584.18,2014-04-29,2029-04-29,2023-10-17,2023-11-16,CURRENT,0,MISSING,FIRST
L005707,B9857,Thomas Martinez,,FIXED,PURCHASE,FL,28668,Bank of America,567813.00,391344.54,6.608,3439.43,2019-09-15,2049-09-15,2022-02-11,2022-03-13,DELINQUENT,34,COMPLETE,FIRST
L000071,B4871,Patricia Martinez,,FHA,REFINANCE,VA,27507,Freedom Mortgage,115142.00,-63633.13,6.507,686.79,2020-06-09,2040-06-09,2022-04-24,2022-05-24,CURRENT,0,INCOMPLETE,FIRST
L000575,B2113,Mary Lee,,CONVENTIONAL,HOME_EQUITY,MD,71732,US Bank,215531.00,2682.32,8.309,1641.61,2011-09-05,2026-09-05,2021-04-29,2021-05-29,CLOSED,0,COMPLETE,FIRST
L001838,B2484,Susan Anderson,Patricia Thompson,FHA,HOME_EQUITY,WA,63973,Nationstar Mortgage,676773.00,0.00,4.271,2649.62,2022-09-29,2032-09-29,2024-12-13,2025-01-12,PAID_OFF,0,COMPLETE,SECOND
L004072,B9490,Joseph Smith,,USDA,CASH_OUT_REFINANCE,VA,36698,Green Tree Servicing,295890.00,227737.38,7.324,1986.51,2014-02-08,2029-02-08,2016-02-02,2016-03-03,DEFAULT,315,COMPLETE,SECOND
L003654,B5186,Michael Anderson,Susan Brown,FHA,CONSTRUCTION,MI,46076,Wells Fargo Home Mortgage,145670.00,119071.32,2.602,347.45,2011-02-10,2041-02-10,2015-03-17,2015-04-16,CURRENT,0,COMPLETE,FIRST
L004679,B8062,Joseph Lee,Patricia Thomas,FIXED,PURCHASE,AL,44272,JPMorgan Chase Bank,647864.00,513432.96,8.175,4854.93,2020-01-03,2050-01-03,2025-11-16,2025-12-16,CURRENT,0,COMPLETE,FIRST
L007458,B8182,Karen Jackson,James Martin,VA,PURCHASE,FL,47783,Nationstar Mortgage,744417.00,558961.02,6.935,4732.32,2012-12-13,2032-12-13,2017-07-11,2017-08-10,CURRENT,0,COMPLETE,FIRST
L005808,B9446,David Martinez,,USDA,HOME_EQUITY,WA,74311,Wells Fargo Home Mortgage,645146.00,493458.17,5.43,3211.21,2017-08-18,2037-08-18,2026-10-05,2026-11-04,CURRENT,0,COMPLETE,FIRST
L005932,B2882,John Taylor,Michael Davis,JUMBO,CONSTRUCTION,HI,73397,Flagstar Bank,434194.00,359282.98,6.483,2580.31,2012-10-14,2027-10-14,2014-12-31,2015-01-30,CURRENT,0,COMPLETE,SECOND
L008992,B4078,Sarah Miller,Susan Williams,FHA,HOME_EQUITY,SD,77434,Flagstar Bank,62228.00,19295.84,4.452,253.95,2012-03-07,2042-03-07,2021-04-18,2021-05-18,CURRENT,0,COMPLETE,SECOND
L005629,B2439,Jennifer Hernandez,,JUMBO,CASH_OUT_REFINANCE,NY,17207,Freedom Mortgage,116573.00,93582.74,6.284,671.50,2017-04-20,2047-04-20,2024-01-12,2024-02-11,DEFAULT,124,COMPLETE,FIRST
L008897,B8149,Jennifer White,Lisa Thomas,FHA,PURCHASE,TX,40755,Freedom Mortgage,285717.00,134958.15,4.028,1054.96,2015-01-28,2045-01-28,2016-03-12,2016-04-11,CURRENT,0,COMPLETE,FIRST
L000996,B4878,Thomas Thompson,,FIXED,REFINANCE,MN,59825,Wells Fargo Home Mortgage,182649.00,0.00,2.634,441.01,2011-12-14,2026-12-14,2016-11-14,2016-12-14,PAID_OFF,0,COMPLETE,SECOND
L005664,B9273,Jennifer Thompson,,CONVENTIONAL,CONSTRUCTION,NH,25315,SunTrust Mortgage,788011.00,416924.94,3.265,2358.45,2021-10-27,2036-10-27,2025-05-31,2025-06-30,CURRENT,0,INCOMPLETE,SECOND
L006423,B3284,Robert Taylor,,CONVENTIONAL,REFINANCE,FL,60679,Green Tree Servicing,61922.00,35776.56,5.297,300.67,2020-10-29,2050-10-29,2029-02-12,2029-03-14,CURRENT,0,COMPLETE,SECOND
L008731,B5400,Sarah Martin,,FIXED,CASH_OUT_REFINANCE,NY,20938,Green Tree Servicing,355082.00,0.00,4.51,1467.97,2012-12-06,2032-12-06,2018-10-13,2018-11-12,CLOSED,0,COMPLETE,FIRST
L002236,B5859,Susan Taylor,,CONVENTIONAL,CASH_OUT_REFINANCE,NH,30504,SunTrust Mortgage,424234.00,137298.69,4.493,1747.24,2018-05-08,2033-05-08,2023-01-06,2023-02-05,CURRENT,0,COMPLETE,SECOND
L006114,B2508,Sarah Anderson,,FIXED,PURCHASE,CA,24699,US Bank,404565.00,168734.84,5.011,1858.34,2017-06-13,2032-06-13,2024-10-26,2024-11-25,CURRENT,0,COMPLETE,SECOND
L001283,B1344,Richard Martinez,,ARM,HOME_EQUITY,VT,37085,Green Tree Servicing,742135.00,282828.53,5.169,3516.42,2022-02-14,2032-02-14,2023-11-26,2023-12-26,CURRENT,0,COMPLETE,FIRST
L008185,B8136,Richard Jackson,,CONVENTIONAL,HOME_EQUITY,WV,69771,US Bank,691240.00,532841.48,7.931,5025.37,2022-08-05,2052-08-05,2027-12-22,2028-01-21,DELINQUENT,81,COMPLETE,SECOND
L001760,B1997,James Martinez,,FIXED,CASH_OUT_REFINANCE,NH,15473,Citimortgage,181939.00,134217.83,7.156,1193.46,2014-12-13,2029-12-13,2016-12-09,2017-01-08,CURRENT,0,MISSING,FIRST
L007143,B4530,Jennifer Lee,,CONVENTIONAL,HOME_EQUITY,NJ,92313,Caliber Home Loans,544147.00,423975.29,6.68,3331.99,2010-11-12,2025-11-12,2011-01-14,2011-02-13,CURRENT,0,INCOMPLETE,FIRST
L002852,B8965,Charles Brown,,JUMBO,CONSTRUCTION,TX,63646,Quicken Loans,586600.00,391209.90,3.797,2041.71,2016-12-03,2031-12-03,2027-06-22,2027-07-22,CURRENT,0,COMPLETE,SECOND
L001484,B5006,Jennifer Taylor,,FHA,PURCHASE,OH,82112,PHH Mortgage,344458.00,122205.45,4.752,1500.46,2012-04-03,2032-04-03,2014-02-16,2014-03-18,CURRENT,0,COMPLETE,FIRST
L002142,B9695,Lisa Thompson,Charles Wilson,VA,CONSTRUCTION,MO,96089,US Bank,636509.00,518918.81,6.116,3568.48,2011-11-25,2031-11-25,2021-04-16,2021-05-16,DELINQUENT,51,COMPLETE,SECOND
L008451,B6245,Linda Johnson,,JUMBO,REFINANCE,CO,77520,SunTrust Mortgage,526783.00,440665.13,5.366,2591.16,2019-04-03,2049-04-03,2024-12-31,2025-01-30,CURRENT,0,COMPLETE,FIRST
L001952,B8747,Barbara Jackson,,FHA,CASH_OUT_REFINANCE,KY,90506,SunTrust Mortgage,248324.00,172757.55,4.679,1065.08,2012-09-15,2027-09-15,2020-12-25,2021-01-24,CURRENT,0,COMPLETE,SECOND
L003990,B8293,Susan Brown,,FIXED,CONSTRUCTION,FL,95303,Wells Fargo Home Mortgage,275660.00,206334.78,8.091,2044.50,2012-06-28,2027-06-28,2017-08-22,2017-09-21,CURRENT,0,COMPLETE,SECOND
L004398,B6905,David Anderson,,FHA,PURCHASE,CT,85383,US Bank,713313.00,228242.91,5.18,3387.05,2019-08-14,2039-08-14,2020-08-18,2020-09-17,CURRENT,0,COMPLETE,FIRST
L009225,B7394,Lisa Martin,,CONVENTIONAL,PURCHASE,OH,97675,Freedom Mortgage,266371.00,118314.09,5.475,1336.85,2011-11-15,2026-11-15,2020-09-05,2020-10-05,CURRENT,0,INCOMPLETE,SECOND
L006408,B6541,Susan Smith,John Hernandez,ARM,REFINANCE,NJ,61922,SunTrust Mortgage,733972.00,208191.49,7.392,4973.39,2021-05-29,2051-05-29,2024-01-18,2024-02-17,CURRENT,0,COMPLETE,FIRST
L006589,B4252,Jennifer Wilson,,VA,HOME_EQUITY,SD,44313,JPMorgan Chase Bank,619146.00,0.00,4.277,2427.41,2020-08-12,2040-08-12,2028-01-05,2028-02-04,PAID_OFF,0,COMPLETE,SECOND
L000749,B3794,Joseph Moore,Richard Hernandez,CONVENTIONAL,REFINANCE,MT,51513,Caliber Home Loans,94773.00,74899.67,6.645,577.29,2019-03-11,2049-03-11,2029-02-20,2029-03-22,ACTIVE,0,COMPLETE,FIRST
L005971,B9848,Michael Martin,,VA,PURCHASE,KS,61221,Wells Fargo Home Mortgage,85270.00,0.00,4.424,345.80,2019-10-04,2029-10-04,2027-02-27,2027-03-29,CLOSED,0,COMPLETE,SECOND
L003713,B1854,Linda Smith,,USDA,CONSTRUCTION,AR,70546,Bank of America,575127.00,0.00,7.781,4102.14,2021-04-05,2031-04-05,2026-04-06,2026-05-06,PAID_OFF,0,COMPLETE,FIRST
L004835,B9557,Robert Smith,,CONVENTIONAL,PURCHASE,AR,21506,PHH Mortgage,199841.00,65515.24,7.848,1437.66,2022-05-02,2037-05-02,2029-12-13,2030-01-12,CURRENT,0,COMPLETE,SECOND
L001619,B6235,Jennifer Johnson,Richard Johnson,JUMBO,HOME_EQUITY,NH,54781,US Bank,731819.00,482801.42,6.938,4654.25,2012-03-11,2032-03-11,2014-03-11,2014-04-10,CURRENT,0,COMPLETE,FIRST
L000157,B7889,Lisa Williams,,FHA,HOME_EQUITY,SD,25704,Green Tree Servicing,397411.00,127436.70,4.73,1723.11,2016-08-05,2046-08-05,2024-08-13,2026-04-21,CURRENT,0,COMPLETE,SECOND
L006248,B7802,Jessica Jackson,,ARM,CONSTRUCTION,DE,53486,JPMorgan Chase Bank,714187.00,0.00,5.333,3491.36,2018-01-30,2048-01-30,2022-09-17,2022-10-17,PAID_OFF,0,COMPLETE,SECOND
L002883,B2921,Jennifer Williams,,FHA,CONSTRUCTION,VA,99957,PHH Mortgage,284882.00,112661.53,5.945,1552.49,2021-11-02,2051-11-02,2025-06-28,2025-07-28,CURRENT,0,INCOMPLETE,FIRST
L003014,B4558,Mary Davis,David Lee,ARM,CONSTRUCTION,KY,75286,Quicken Loans,84604.00,31205.91,4.669,362.10,2020-11-24,2040-11-24,2021-06-17,2021-07-17,DELINQUENT,37,COMPLETE,SECOND
L001635,B6009,Jennifer Taylor,Sarah Lee,ARM,REFINANCE,WY,53827,Freedom Mortgage,292428.00,121815.32,6.603,1769.99,2018-12-23,2028-12-23,2022-03-02,2022-04-01,CURRENT,0,COMPLETE,FIRST
L008449,B9579,Thomas Martinez,,VA,HOME_EQUITY,VA,84578,Flagstar Bank,700186.00,0.00,4.974,3192.50,2019-04-04,2029-04-04,2028-01-21,2028-02-20,PAID_OFF,0,COMPLETE,FIRST
L007526,B9880,Robert Miller,,FIXED,CASH_OUT_REFINANCE,AK,81257,Quicken Loans,360124.00,213349.63,5.931,1957.90,2017-08-20,2027-08-20,2021-03-23,2021-04-22,CURRENT,0,INCOMPLETE,FIRST
L008041,B8458,Linda Williams,Joseph Moore,CONVENTIONAL,PURCHASE,WA,41203,SunTrust Mortgage,221290.00,85446.58,7.443,1509.81,2015-05-20,2035-05-20,2017-11-02,2017-12-02,CURRENT,0,INCOMPLETE,FIRST
L005370,B6919,Charles Taylor,,ARM,CASH_OUT_REFINANCE,SC,10422,JPMorgan Chase Bank,791969.00,353229.77,6.31,4580.88,2016-05-09,2026-05-09,2019-02-20,2019-03-22,DELINQUENT,34,COMPLETE,SECOND
L003924,B1550,Mary Johnson,,VA,CASH_OUT_REFINANCE,KS,36363,JPMorgan Chase Bank,659869.00,0.00,5.126,3100.61,2020-04-08,2050-04-08,2029-10-24,2029-11-23,PAID_OFF,0,COMPLETE,SECOND
L007585,B5964,Jennifer Wilson,,FHA,PURCHASE,RI,26135,SunTrust Mortgage,572241.00,179171.73,5.677,2977.89,2014-01-02,2024-01-02,2021-07-22,2021-08-21,CURRENT,0,COMPLETE,FIRST
L002445,B3471,Mary Moore,Barbara Brown,FHA,CONSTRUCTION,IL,36893,SunTrust Mortgage,757144.00,0.00,4.718,3274.52,2014-07-27,2024-07-27,2018-11-10,2018-12-10,CLOSED,0,COMPLETE,SECOND
L004868,B6021,Barbara Jones,Charles Thompson,VA,PURCHASE,AR,82527,Flagstar Bank,647413.00,0.00,3.332,1977.42,2010-12-16,2020-12-16,2013-03-01,2013-03-31,PAID_OFF,0,COMPLETE,FIRST
L002847,B7842,Lisa Martinez,,ARM,CONSTRUCTION,DC,91499,Citimortgage,684886.00,249387.97,7.017,4405.36,2018-05-29,2033-05-29,2027-07-06,2027-08-05,CURRENT,0,COMPLETE,SECOND
L004254,B9979,Robert Williams,,USDA,PURCHASE,SC,65780,Nationstar Mortgage,627439.00,521313.25,5.785,3327.26,2016-04-08,2031-04-08,2025-03-16,2025-04-15,CURRENT,0,COMPLETE,FIRST
L006251,B9045,Robert Thompson,,FHA,REFINANCE,NJ,80307,SunTrust Mortgage,403964.00,0.00,6.496,2405.47,2011-12-24,2041-12-24,2021-07-19,2021-08-18,CLOSED,0,COMPLETE,FIRST
L004755,B1784,Thomas Johnson,Richard Smith,CONVENTIONAL,CONSTRUCTION,WV,85381,JPMorgan Chase Bank,213944.00,176770.74,3.797,744.65,2022-12-15,2037-12-15,2028-01-01,2028-01-31,CURRENT,0,COMPLETE,SECOND
L004342,B1391,Susan Thomas,,FIXED,HOME_EQUITY,NY,34063,Caliber Home Loans,459849.00,309663.40,3.788,1596.75,2017-04-23,2037-04-23,2022-01-23,2022-02-22,DELINQUENT,48,COMPLETE,FIRST
L006610,B5604,Karen Moore,,FHA,HOME_EQUITY,MD,23110,JPMorgan Chase Bank,429740.00,342973.96,2.574,1013.97,2018-10-11,2038-10-11,2021-11-14,2021-12-14,CURRENT,0,COMPLETE,SECOND
L005582,B6829,Linda Jackson,,FHA,CASH_OUT_REFINANCE,AR,80170,Freedom Mortgage,287994.00,234494.09,5.318,1403.92,2019-10-05,2029-10-05,2022-09-17,2022-10-17,CURRENT,0,COMPLETE,FIRST
L000913,B6314,Patricia Martin,,CONVENTIONAL,PURCHASE,MD,73074,SunTrust Mortgage,66391.00,17995.60,6.159,374.83,2020-12-09,2040-12-09,2030-04-09,2030-05-09,CURRENT,0,COMPLETE,SECOND
L008022,B7444,Robert Jackson,Thomas Davis,FIXED,HOME_EQUITY,VT,79476,PNC Bank,777525.00,335733.95,6.146,4380.45,2010-02-08,2020-02-08,2019-05-17,2019-06-16,CURRENT,0,INCOMPLETE,FIRST
L000597,B3205,Joseph Thomas,,FHA,HOME_EQUITY,MS,87080,US Bank,242362.00,0.00,6.842,1520.05,2021-06-04,2031-06-04,2025-06-14,2023-04-18,PAID_OFF,0,COMPLETE,FIRST
L003072,B9514,Thomas Thompson,,JUMBO,CONSTRUCTION,NM,75748,Caliber Home Loans,465711.00,182795.51,7.936,3387.89,2020-02-29,2035-02-28,2023-12-24,2024-01-23,CURRENT,0,COMPLETE,SECOND
L000250,B5590,Linda Hernandez,Robert Hernandez,VA,HOME_EQUITY,UT,53160,Freedom Mortgage,286540.00,300305.96,3.41,895.68,2018-10-24,2033-10-24,2019-11-17,2019-12-17,DELINQUENT,70,COMPLETE,FIRST
L007909,B7352,James Wilson,,FIXED,HOME_EQUITY,VA,54848,Quicken Loans,640863.00,0.00,7.729,4540.46,2011-08-08,2026-08-08,2021-02-25,2021-03-27,CLOSED,0,COMPLETE,FIRST
