loan_id,borrower_id,borrower_name,co_borrower_name,loan_type,loan_purpose,property_state,property_zip,servicer_name,original_principal,current_balance,interest_rate,monthly_payment,origination_date,maturity_date,last_payment_date,next_payment_date,payment_status,days_past_due,document_status,lien_position
L002927,B7998,David Jones,,VA,REFINANCE,OR,92843,SunTrust Mortgage,323532.00,191472.12,4.424,1312.03,2022-08-08,2052-08-08,2026-11-13,2026-12-13,DEFAULT,337,INCOMPLETE,FIRST
L002928,B5968,Thomas Anderson,Joseph Martin,FIXED,CONSTRUCTION,NY,73072,Bank of America,273342.00,127454.21,4.808,1204.71,2013-10-04,2043-10-04,2017-07-02,2017-08-01,CURRENT,0,INCOMPLETE,SECOND
L002929,B4810,Lisa Wilson,,CONVENTIONAL,HOME_EQUITY,NH,39156,Flagstar Bank,109482.00,93940.60,7.056,708.13,2012-05-26,2032-05-26,2018-06-04,2018-07-04,CURRENT,0,COMPLETE,FIRST
L002930,B5643,James Jones,,USDA,CASH_OUT_REFINANCE,CT,90273,Flagstar Bank,482776.00,212728.08,5.394,2387.09,2022-08-15,2037-08-15,2027-11-28,2027-12-28,CURRENT,0,COMPLETE,SECOND
L002931,B4121,Linda Thomas,James Williams,VA,CASH_OUT_REFINANCE,ID,63392,US Bank,383623.00,206409.77,2.942,1034.57,2022-07-20,2052-07-20,2026-07-26,2026-08-25,CURRENT,0,COMPLETE,FIRST
L002932,B8903,James Thomas,,ARM,REFINANCE,MA,30144,PHH Mortgage,215375.00,124441.46,6.76,1334.61,2016-06-25,2026-06-25,2023-12-10,2024-01-09,CURRENT,0,COMPLETE,SECOND
L002933,B1652,Sarah Smith,,CONVENTIONAL,HOME_EQUITY,KS,44665,Caliber Home Loans,124287.00,40021.75,8.262,941.29,2020-03-25,2030-03-25,2029-08-24,2029-09-23,CURRENT,0,MISSING,SECOND
L002934,B1935,Robert Moore,,FHA,CONSTRUCTION,NE,50570,Caliber Home Loans,628697.00,0.00,5.292,3049.81,2015-04-02,2045-04-02,2017-10-03,2017-11-02,CLOSED,0,INCOMPLETE,FIRST
L002935,B2381,John Martin,Susan Thomas,JUMBO,PURCHASE,VT,81326,Wells Fargo Home Mortgage,95229.00,28668.94,2.597,226.70,2018-12-19,2048-12-19,2024-04-28,2024-05-28,CURRENT,0,COMPLETE,SECOND
L002936,B2536,Patricia Smith,,FIXED,REFINANCE,AR,27355,PHH Mortgage,53389.00,16241.34,5.66,277.00,2017-08-06,2032-08-06,2026-10-08,2026-11-07,CURRENT,0,INCOMPLETE,FIRST
L002937,B3773,John Lee,,ARM,CONSTRUCTION,DE,84225,Quicken Loans,786347.00,616794.35,4.875,3513.99,2014-11-23,2024-11-23,2018-07-20,2018-08-19,CURRENT,0,MISSING,SECOND
L002938,B2833,Patricia Martinez,,CONVENTIONAL,PURCHASE,CA,65777,Quicken Loans,55443.00,33817.76,7.197,365.77,2020-05-22,2050-05-22,2027-05-19,2027-06-18,CURRENT,0,COMPLETE,FIRST
L002939,B3454,Richard Brown,,FHA,PURCHASE,PA,18246,Green Tree Servicing,209183.00,186772.70,4.677,896.82,2022-09-23,2052-09-23,2025-09-10,2025-10-10,DEFAULT,349,MISSING,SECOND
L002940,B1323,Jennifer Wilson,,FHA,PURCHASE,MA,77928,Flagstar Bank,213508.00,0.00,7.376,1443.60,2015-09-06,2035-09-06,2024-08-01,2024-08-31,PAID_OFF,0,COMPLETE,FIRST
L002941,B6334,Jennifer Martinez,David Jones,JUMBO,REFINANCE,MI,42126,PNC Bank,326168.00,171055.18,6.319,1889.30,2011-02-17,2031-02-17,2019-01-04,2019-02-03,CURRENT,0,COMPLETE,FIRST
L002942,B4721,Robert Smith,Richard Williams,ARM,REFINANCE,UT,90689,Citimortgage,170972.00,156091.54,6.457,1011.97,2017-03-09,2037-03-09,2022-11-29,2022-12-29,CURRENT,0,MISSING,FIRST
L002943,B1235,Thomas Garcia,Sarah Lee,CONVENTIONAL,CONSTRUCTION,NJ,35598,SunTrust Mortgage,296526.00,230052.23,3.135,852.14,2021-10-02,2051-10-02,2026-11-16,2026-12-16,CURRENT,0,COMPLETE,FIRST
L002944,B1719,Jessica Garcia,,CONVENTIONAL,REFINANCE,MT,89781,Green Tree Servicing,363822.00,200593.48,6.173,2058.72,2015-03-03,2025-03-03,2023-01-28,2023-02-27,CURRENT,0,INCOMPLETE,SECOND
L002945,B6109,William Wilson,,VA,HOME_EQUITY,NE,44693,PHH Mortgage,689572.00,262006.84,6.089,3848.90,2010-12-07,2030-12-07,2019-11-24,2019-12-24,DELINQUENT,68,COMPLETE,SECOND
L002946,B7668,David Garcia,,ARM,HOME_EQUITY,DE,37773,Flagstar Bank,410890.00,0.00,5.307,1998.88,2012-08-24,2027-08-24,2020-06-10,2020-07-10,PAID_OFF,0,COMPLETE,FIRST
L002947,B9538,Karen Martinez,Barbara White,FIXED,CASH_OUT_REFINANCE,MA,66144,PHH Mortgage,536813.00,292806.43,7.119,3503.11,2013-04-11,2028-04-11,2022-05-24,2022-06-23,CURRENT,0,COMPLETE,SECOND
L002948,B6615,Barbara Davis,,VA,HOME_EQUITY,GA,48520,PNC Bank,708517.00,544177.95,4.151,2695.97,2011-04-26,2026-04-26,2021-05-27,2021-06-26,DELINQUENT,84,COMPLETE,FIRST
L002949,B3821,Jessica Martin,,FHA,HOME_EQUITY,IN,88468,PHH Mortgage,275526.00,0.00,3.319,838.26,2015-08-01,2035-08-01,2024-07-07,2024-08-06,CLOSED,0,COMPLETE,SECOND
L002950,B6977,Lisa Lee,Michael Davis,FIXED,CONSTRUCTION,IA,93732,Caliber Home Loans,557799.00,452763.01,6.525,3336.34,2016-10-20,2031-10-20,2024-05-02,2024-06-01,CURRENT,0,INCOMPLETE,FIRST
L002951,B2277,Susan Martin,Richard Jones,FHA,PURCHASE,DE,56354,Quicken Loans,433176.00,0.00,6.532,2593.71,2020-10-22,2030-10-22,2022-01-01,2022-01-31,PAID_OFF,0,MISSING,SECOND
L002952,B3628,Richard Miller,,JUMBO,CASH_OUT_REFINANCE,AZ,12972,PNC Bank,625472.00,352301.56,2.94,1685.65,2018-01-13,2048-01-13,2027-12-07,2028-01-06,DELINQUENT,34,COMPLETE,SECOND
L002953,B3246,Charles Wilson,James Johnson,FHA,CONSTRUCTION,CO,73979,Quicken Loans,176633.00,122289.99,7.731,1251.75,2018-04-25,2028-04-25,2018-10-29,2018-11-28,DELINQUENT,71,COMPLETE,FIRST
L002954,B1231,Thomas Garcia,,FHA,REFINANCE,IL,61586,Citimortgage,760237.00,432188.76,4.75,3310.20,2018-11-27,2038-11-27,2020-08-16,2020-09-15,CURRENT,0,COMPLETE,SECOND
L002955,B7835,Lisa Martin,,FIXED,CONSTRUCTION,NJ,20275,US Bank,287320.00,225630.22,6.67,1756.72,2012-04-02,2022-04-02,2015-10-21,2015-11-20,CURRENT,0,COMPLETE,FIRST
L002956,B5360,David Thomas,,VA,REFINANCE,TX,76350,PHH Mortgage,244982.00,199948.48,5.091,1143.27,2016-07-18,2031-07-18,2023-04-07,2023-05-07,CURRENT,0,MISSING,FIRST
L002957,B9294,Mary Taylor,,ARM,CONSTRUCTION,MA,44021,Quicken Loans,116314.00,79883.73,4.978,530.76,2016-09-27,2031-09-27,2024-07-25,2024-08-24,CURRENT,0,MISSING,SECOND
L002958,B9004,Joseph Thompson,,USDA,HOME_EQUITY,MI,33397,Bank of America,402372.00,0.00,3.301,1217.54,2021-05-26,2051-05-26,2030-06-19,2030-07-19,PAID_OFF,0,INCOMPLETE,SECOND
L002959,B6568,Lisa Thomas,Sarah Moore,USDA,CASH_OUT_REFINANCE,MD,46669,PNC Bank,411573.00,125993.02,6.652,2509.63,2010-08-05,2030-08-05,2012-05-16,2012-06-15,CURRENT,0,COMPLETE,FIRST
L002960,B1513,Michael Davis,,FIXED,REFINANCE,NV,11100,Wells Fargo Home Mortgage,413220.00,0.00,5.141,1947.33,2022-04-04,2052-04-04,2026-08-25,2026-09-24,PAID_OFF,0,COMPLETE,FIRST
L002961,B6675,Sarah Miller,Susan Garcia,VA,CASH_OUT_REFINANCE,IN,79577,PHH Mortgage,418309.00,234337.71,8.154,3126.65,2017-07-04,2032-07-04,2027-04-21,2027-05-21,DELINQUENT,82,COMPLETE,SECOND
L002962,B1523,Susan Lee,Robert Martinez,FIXED,HOME_EQUITY,KS,92834,Bank of America,178988.00,67881.04,3.825,627.58,2012-02-18,2022-02-18,2012-11-30,2012-12-30,CURRENT,0,COMPLETE,FIRST
L002963,B6519,Joseph Williams,Lisa Miller,VA,HOME_EQUITY,OK,99241,SunTrust Mortgage,140747.00,87552.63,4.539,585.61,2022-12-28,2042-12-28,2026-07-25,2026-08-24,CURRENT,0,COMPLETE,FIRST
L002964,B1924,Jessica Wilson,Michael Brown,JUMBO,PURCHASE,NM,30212,Wells Fargo Home Mortgage,416807.00,320537.06,7.201,2751.31,2016-04-01,2031-04-01,2020-01-15,2020-02-14,CURRENT,0,COMPLETE,FIRST
L002965,B7892,Richard Moore,,CONVENTIONAL,HOME_EQUITY,MI,67617,Green Tree Servicing,743042.00,450934.07,5.701,3883.08,2020-09-01,2040-09-01,2022-06-20,2022-07-20,DELINQUENT,44,COMPLETE,SECOND
L002966,B1591,William Thompson,,VA,PURCHASE,WV,65098,US Bank,452472.00,419792.45,4.753,1971.38,2012-04-30,2027-04-30,2020-08-17,2020-09-16,CURRENT,0,COMPLETE,FIRST
L002967,B4366,James Garcia,,FIXED,REFINANCE,OH,23026,Nationstar Mortgage,154175.00,110110.37,7.095,1002.72,2011-11-18,2021-11-18,2015-07-20,2015-08-19,CURRENT,0,COMPLETE,FIRST
L002968,B7441,Patricia Lee,,FHA,REFINANCE,IA,87947,Flagstar Bank,776861.00,0.00,6.438,4584.65,2010-03-22,2025-03-22,2018-09-18,2018-10-18,CLOSED,0,COMPLETE,FIRST
L002969,B8004,Joseph Williams,,VA,HOME_EQUITY,SC,47896,Flagstar Bank,421305.00,348709.33,4.894,1890.04,2014-06-21,2024-06-21,2023-12-07,2024-01-06,CURRENT,0,COMPLETE,SECOND
L002970,B5439,Joseph Jackson,,VA,PURCHASE,MI,94967,US Bank,372878.00,182696.51,8.042,2748.79,2014-06-17,2024-06-17,2014-08-02,2014-09-01,CURRENT,0,INCOMPLETE,SECOND
L002971,B6674,Linda Hernandez,William Moore,ARM,CASH_OUT_REFINANCE,MS,70729,PHH Mortgage,155148.00,64194.63,5.509,783.48,2012-03-06,2042-03-06,2015-01-01,2015-01-31,CURRENT,0,COMPLETE,SECOND
L002972,B7616,Richard Hernandez,,JUMBO,HOME_EQUITY,NJ,93982,Flagstar Bank,108483.00,0.00,5.219,518.99,2011-04-24,2026-04-24,2020-09-01,2020-10-01,PAID_OFF,0,COMPLETE,SECOND
L004830,B1315,Susan Miller,David Jackson,VA,PURCHASE,SC,95001,PHH Mortgage,590652.00,0.00,8.119,4395.88,2013-04-27,2043-04-27,2014-04-27,2014-05-27,PAID_OFF,0,COMPLETE,SECOND
L002974,B2050,William Thompson,,JUMBO,PURCHASE,NC,10933,Wells Fargo Home Mortgage,239410.00,152803.68,6.535,1434.17,2010-04-25,2030-04-25,2012-08-02,2012-09-01,CURRENT,0,INCOMPLETE,FIRST
L002975,B3545,Charles Jones,,USDA,PURCHASE,OK,76316,SunTrust Mortgage,58105.00,37492.59,7.91,421.31,2020-12-13,2030-12-13,2025-05-18,2025-06-17,DELINQUENT,43,COMPLETE,FIRST
L002976,B2733,Joseph Taylor,,ARM,PURCHASE,ND,23440,Nationstar Mortgage,690000.00,250651.04,5.706,3609.05,2012-11-19,2022-11-19,2017-08-07,2017-09-06,CURRENT,0,MISSING,FIRST
L002977,B9518,Robert Martin,,FHA,HOME_EQUITY,DC,24071,Citimortgage,501979.00,250506.80,6.777,3118.42,2017-03-01,2032-03-01,2018-08-29,2018-09-28,CURRENT,0,COMPLETE,SECOND
L002978,B8151,Joseph Martinez,,CONVENTIONAL,REFINANCE,CO,52749,Bank of America,403365.00,141380.48,7.262,2685.13,2011-10-21,2041-10-21,2022-07-08,2022-08-07,CURRENT,0,INCOMPLETE,SECOND
L002979,B7991,John Martin,,VA,CONSTRUCTION,TX,65556,Flagstar Bank,241224.00,149487.72,7.201,1592.30,2017-09-24,2037-09-24,2024-09-23,2024-10-23,CURRENT,0,COMPLETE,SECOND
L002980,B2806,Michael Hernandez,John Miller,VA,PURCHASE,KY,40706,Citimortgage,451995.00,361019.20,3.787,1569.06,2012-06-17,2042-06-17,2014-06-11,2014-07-11,CURRENT,0,COMPLETE,SECOND
L002981,B1384,Thomas Moore,,VA,CASH_OUT_REFINANCE,NE,66084,PHH Mortgage,246953.00,233277.29,3.71,839.85,2019-01-09,2029-01-09,2027-02-08,2027-03-10,CURRENT,0,INCOMPLETE,SECOND
L002982,B5990,Karen Garcia,Robert Anderson,VA,HOME_EQUITY,NY,81211,Freedom Mortgage,793293.00,0.00,4.018,2921.83,2013-03-12,2023-03-12,2019-01-20,2019-02-19,PAID_OFF,0,COMPLETE,SECOND
L002983,B5579,Susan Johnson,,ARM,CONSTRUCTION,IN,52364,PHH Mortgage,91928.00,47920.88,7.899,665.63,2017-11-18,2027-11-18,2020-05-28,2020-06-27,DEFAULT,284,COMPLETE,SECOND
L002984,B8025,Barbara Williams,Linda Martin,FIXED,REFINANCE,NY,44553,Green Tree Servicing,773237.00,472878.93,6.971,4941.05,2022-03-27,2052-03-27,2031-03-02,2031-04-01,CURRENT,0,COMPLETE,FIRST
L002985,B1417,Richard Taylor,,FHA,PURCHASE,SC,65180,Green Tree Servicing,494525.00,462556.86,4.712,2136.02,2020-04-15,2035-04-15,2027-03-22,2027-04-21,DELINQUENT,56,MISSING,SECOND
L002986,B1807,Patricia Johnson,,ARM,HOME_EQUITY,NJ,43020,Quicken Loans,297789.00,220978.87,7.852,2143.39,2015-03-25,2030-03-25,2019-07-11,2019-08-10,CURRENT,0,COMPLETE,SECOND
L002987,B2998,William Martin,Patricia Jackson,FHA,REFINANCE,AZ,16944,Quicken Loans,167410.00,149745.23,5.619,862.29,2011-03-27,2021-03-27,2013-10-04,2013-11-03,DELINQUENT,45,COMPLETE,FIRST
L002988,B1176,Sarah Martin,,JUMBO,HOME_EQUITY,NC,71211,Nationstar Mortgage,508377.00,430928.41,4.884,2276.00,2016-04-24,2046-04-24,2024-04-08,2024-05-08,CURRENT,0,MISSING,SECOND
L002989,B6728,John Moore,,USDA,CASH_OUT_REFINANCE,CT,64622,JPMorgan Chase Bank,574886.00,350742.69,6.254,3295.73,2021-01-10,2041-01-10,2026-04-29,2026-05-29,DELINQUENT,68,COMPLETE,FIRST
L002990,B7153,Michael Jones,,ARM,HOME_EQUITY,CT,62128,Caliber Home Loans,667512.00,548675.99,6.751,4130.84,2013-12-20,2028-12-20,2021-03-18,2021-04-17,DELINQUENT,85,COMPLETE,SECOND
L002991,B9880,William Johnson,,CONVENTIONAL,CASH_OUT_REFINANCE,MO,28325,US Bank,742354.00,333194.30,8.395,5712.72,2022-10-25,2042-10-25,2024-07-14,2024-08-13,CURRENT,0,MISSING,FIRST
L002992,B2583,Jennifer Thompson,Susan Jackson,JUMBO,PURCHASE,IA,42598,PHH Mortgage,335822.00,121524.64,7.029,2163.79,2010-11-19,2040-11-19,2015-07-13,2015-08-12,CURRENT,0,COMPLETE,SECOND
L002993,B2157,Thomas Hernandez,,JUMBO,PURCHASE,MD,28805,PHH Mortgage,81746.00,49914.49,5.74,430.12,2022-09-21,2037-09-21,2031-04-10,2031-05-10,DELINQUENT,43,INCOMPLETE,SECOND
L002994,B7736,David Davis,,CONVENTIONAL,CASH_OUT_REFINANCE,WI,35870,Flagstar Bank,564760.00,287215.94,4.76,2464.24,2012-07-19,2027-07-19,2016-05-22,2016-06-21,CURRENT,0,COMPLETE,FIRST
L002995,B5983,William Thompson,,VA,PURCHASE,AR,13871,Green Tree Servicing,635600.00,0.00,7.439,4334.21,2022-12-05,2042-12-05,2025-10-03,2025-11-02,CLOSED,0,COMPLETE,FIRST
L002996,B5582,Linda Miller,Barbara Jones,VA,PURCHASE,KS,48319,Flagstar Bank,159053.00,73720.03,8.362,1219.17,2020-02-13,2030-02-13,2022-08-11,2022-09-10,CURRENT,0,INCOMPLETE,SECOND
L002997,B3030,Lisa Martinez,,ARM,HOME_EQUITY,DC,33285,JPMorgan Chase Bank,587474.00,0.00,5.934,3195.56,2020-10-26,2050-10-26,2022-09-21,2022-10-21,PAID_OFF,0,INCOMPLETE,FIRST
L002998,B2697,Sarah Thompson,,CONVENTIONAL,REFINANCE,NM,28844,US Bank,569057.00,501167.33,3.315,1729.22,2016-01-01,2031-01-01,2016-12-27,2017-01-26,DELINQUENT,31,INCOMPLETE,FIRST
L002999,B5496,Jennifer Jackson,Susan Jackson,CONVENTIONAL,CONSTRUCTION,CO,51473,PHH Mortgage,665285.00,473378.40,4.837,2949.82,2011-10-20,2041-10-20,2019-09-21,2019-10-21,DELINQUENT,55,COMPLETE,SECOND
L003000,B9313,Joseph Brown,Charles Thompson,USDA,REFINANCE,NJ,95948,Green Tree Servicing,507048.00,399555.62,3.477,1616.09,2014-10-21,2044-10-21,2020-08-15,2020-09-14,CURRENT,0,COMPLETE,FIRST
L003001,B9071,Robert Garcia,,USDA,CONSTRUCTION,SD,31079,PHH Mortgage,448127.00,0.00,6.828,2804.83,2020-09-23,2030-09-23,2028-04-11,2028-05-11,PAID_OFF,0,COMPLETE,SECOND
L003002,B6014,Karen Jackson,,FIXED,PURCHASE,AL,65056,Citimortgage,403195.00,304253.70,3.598,1329.80,2021-05-06,2041-05-06,2032-01-26,2032-02-25,CURRENT,0,COMPLETE,SECOND
L003003,B7940,Lisa Martin,,VA,HOME_EQUITY,OH,35350,PHH Mortgage,407025.00,265109.61,7.501,2798.67,2016-11-24,2026-11-24,2024-05-13,2024-06-12,DEFAULT,245,COMPLETE,FIRST
L003004,B1126,Michael Jackson,,ARM,CONSTRUCTION,NC,79638,PNC Bank,269697.00,244200.07,6.83,1688.53,2013-03-02,2028-03-02,2017-06-27,2017-07-27,CURRENT,0,COMPLETE,SECOND
L003005,B6368,Barbara Miller,Thomas Brown,FHA,REFINANCE,WV,29673,Bank of America,557627.00,219232.53,6.731,3440.61,2018-09-02,2038-09-02,2021-02-26,2021-03-28,CURRENT,0,MISSING,SECOND
L003006,B8544,Susan Smith,,FIXED,CASH_OUT_REFINANCE,KS,58479,PHH Mortgage,438646.00,218814.52,2.614,1051.07,2011-09-15,2026-09-15,2013-08-15,2013-09-14,CURRENT,0,COMPLETE,SECOND
L003007,B4807,David Jackson,,CONVENTIONAL,REFINANCE,GA,82801,Bank of America,152807.00,0.00,4.219,590.97,2022-10-15,2037-10-15,2030-04-07,2030-05-07,CLOSED,0,INCOMPLETE,FIRST
L003008,B8885,Jessica Wilson,Joseph Thompson,FHA,HOME_EQUITY,ND,89036,Green Tree Servicing,123680.00,105071.95,2.865,324.81,2013-03-29,2033-03-29,2016-11-12,2016-12-12,CURRENT,0,COMPLETE,SECOND
L003009,B8837,Jessica Lee,,USDA,CONSTRUCTION,ND,78420,SunTrust Mortgage,682338.00,526007.88,3.968,2481.89,2015-01-08,2030-01-08,2017-11-09,2017-12-09,CURRENT,0,COMPLETE,FIRST
L003010,B6660,Richard Taylor,Robert Davis,VA,PURCHASE,OH,74376,Citimortgage,587631.00,0.00,3.237,1743.65,2020-01-14,2035-01-14,2026-05-14,2026-06-13,PAID_OFF,0,COMPLETE,FIRST
L003011,B8863,Thomas Wilson,,USDA,CONSTRUCTION,AK,13995,Flagstar Bank,619817.00,429137.34,8.35,4744.18,2015-03-23,2035-03-23,2016-10-18,2016-11-17,CURRENT,0,COMPLETE,FIRST
L003012,B4417,Jessica Garcia,,CONVENTIONAL,CONSTRUCTION,WA,62973,Freedom Mortgage,353369.00,141375.37,3.559,1152.84,2017-11-14,2027-11-14,2024-01-08,2024-02-07,CURRENT,0,COMPLETE,SECOND
L003013,B8279,Susan Thompson,,JUMBO,HOME_EQUITY,CA,85256,SunTrust Mortgage,614445.00,214381.96,7.62,4291.90,2019-12-10,2034-12-10,2027-11-20,2027-12-20,DELINQUENT,32,MISSING,FIRST
L003014,B4558,Mary Davis,David Lee,ARM,CONSTRUCTION,KY,75286,Quicken Loans,84604.00,34060.80,4.669,362.10,2020-11-24,2040-11-24,2021-06-17,2021-07-17,DELINQUENT,37,COMPLETE,SECOND
L003015,B6737,Robert Thompson,,JUMBO,REFINANCE,MT,57753,Freedom Mortgage,163955.00,92758.68,5.669,852.01,2016-02-21,2026-02-21,2023-02-09,2023-03-11,CURRENT,0,COMPLETE,FIRST
L003016,B5332,Mary Smith,,USDA,CASH_OUT_REFINANCE,TX,39703,Nationstar Mortgage,539796.00,445439.94,4.918,2433.49,2014-07-29,2034-07-29,2019-12-28,2020-01-27,DEFAULT,255,COMPLETE,SECOND
L003017,B9596,David Anderson,,VA,PURCHASE,OR,45033,SunTrust Mortgage,58691.00,0.00,2.662,143.22,2021-06-17,2051-06-17,2026-05-28,2026-06-27,PAID_OFF,0,COMPLETE,FIRST
L003018,B6086,William Davis,,FIXED,CASH_OUT_REFINANCE,IA,91084,SunTrust Mortgage,577664.00,313994.91,7.033,3724.15,2015-01-05,2035-01-05,2023-03-06,2023-04-05,DELINQUENT,80,INCOMPLETE,SECOND
L003019,B2643,Richard Williams,,VA,REFINANCE,VT,41056,Wells Fargo Home Mortgage,114485.00,46304.25,5.424,569.22,2022-11-15,2052-11-15,2028-01-27,2028-02-26,CURRENT,0,COMPLETE,FIRST
L003020,B3420,Lisa Jackson,,ARM,CONSTRUCTION,NE,83793,Quicken Loans,570909.00,485520.06,2.567,1343.40,2020-04-28,2040-04-28,2028-09-22,2028-10-22,CURRENT,0,INCOMPLETE,FIRST
L003021,B6229,John Jones,,CONVENTIONAL,CONSTRUCTION,NV,54831,Green Tree Servicing,163530.00,50097.45,4.013,601.56,2015-05-23,2045-05-23,2022-10-01,2022-10-31,CURRENT,0,COMPLETE,FIRST
L003022,B1895,Charles Garcia,,FIXED,CASH_OUT_REFINANCE,OR,43572,PNC Bank,76526.00,69085.08,4.915,344.78,2011-10-25,2031-10-25,2015-12-31,2016-01-30,CURRENT,0,COMPLETE,SECOND
L003023,B8145,John Miller,,FIXED,HOME_EQUITY,SC,85313,PNC Bank,405172.00,377691.72,3.596,1335.58,2014-01-26,2029-01-26,2015-03-24,2015-04-23,CURRENT,0,COMPLETE,FIRST
L003024,B8327,William Thompson,,JUMBO,PURCHASE,MA,55773,PHH Mortgage,471555.00,310547.67,5.884,2543.41,2014-06-19,2029-06-19,2025-01-23,2025-02-22,CURRENT,0,COMPLETE,SECOND
L003025,B7051,Thomas Jackson,Thomas Brown,CONVENTIONAL,CONSTRUCTION,CA,35001,Wells Fargo Home Mortgage,792789.00,0.00,2.891,2100.96,2019-09-04,2034-09-04,2024-05-14,2024-06-13,PAID_OFF,0,INCOMPLETE,SECOND
L003026,B4755,Charles Thompson,,USDA,HOME_EQUITY,ND,40745,Wells Fargo Home Mortgage,606130.00,532156.38,3.372,1873.55,2016-03-06,2036-03-06,2017-09-29,2017-10-29,CURRENT,0,COMPLETE,FIRST
L003027,B5700,Patricia Thompson,Jessica Johnson,VA,HOME_EQUITY,OK,56384,PHH Mortgage,109147.00,94067.05,4.664,466.64,2011-09-05,2031-09-05,2012-04-15,2012-05-15,CURRENT,0,MISSING,SECOND
L003028,B6340,Linda Lee,,FIXED,CONSTRUCTION,AL,56295,US Bank,326241.00,0.00,6.18,1848.16,2022-05-16,2032-05-16,2028-08-06,2028-09-05,CLOSED,0,COMPLETE,SECOND
L003029,B2136,Sarah Johnson,,JUMBO,REFINANCE,NJ,39496,Wells Fargo Home Mortgage,702429.00,0.00,7.125,4587.74,2021-03-16,2031-03-16,2028-12-29,2029-01-28,CLOSED,0,COMPLETE,FIRST
L003030,B7087,Robert Davis,,CONVENTIONAL,CONSTRUCTION,AL,61738,Flagstar Bank,461562.00,170889.98,8.48,3587.88,2016-12-04,2036-12-04,2024-01-11,2024-02-10,CURRENT,0,INCOMPLETE,SECOND
L003031,B7162,Joseph Hernandez,,USDA,HOME_EQUITY,MS,37886,Green Tree Servicing,503787.00,424378.82,7.518,3471.85,2018-01-28,2028-01-28,2022-01-26,2022-02-25,DELINQUENT,74,COMPLETE,SECOND
L003032,B5073,Mary Miller,,FHA,PURCHASE,OR,84255,PHH Mortgage,661988.00,263985.61,3.077,1867.19,2016-12-01,2046-12-01,2019-12-27,2020-01-26,CURRENT,0,INCOMPLETE,SECOND
L003033,B1299,Barbara Garcia,Linda Garcia,CONVENTIONAL,PURCHASE,CA,19734,Green Tree Servicing,671270.00,0.00,3.248,1998.59,2013-02-05,2043-02-05,2017-12-01,2017-12-31,PAID_OFF,0,MISSING,FIRST
L003034,B3142,Linda Davis,Karen Davis,CONVENTIONAL,CASH_OUT_REFINANCE,OK,58495,Bank of America,508075.00,480039.49,6.388,2975.12,2012-12-30,2027-12-30,2018-07-08,2018-08-07,CURRENT,0,COMPLETE,FIRST
L003035,B9040,Thomas Moore,Robert Taylor,JUMBO,CASH_OUT_REFINANCE,WV,62875,Nationstar Mortgage,609951.00,500240.51,8.028,4488.63,2010-04-18,2025-04-18,2013-11-02,2013-12-02,CURRENT,0,INCOMPLETE,SECOND
L003036,B7781,Susan Miller,,VA,CONSTRUCTION,OK,58820,Green Tree Servicing,607292.00,324415.06,2.704,1505.27,2017-06-26,2027-06-26,2017-12-01,2017-12-31,CURRENT,0,COMPLETE,FIRST
L003037,B2516,Joseph White,,ARM,CASH_OUT_REFINANCE,AR,91162,PHH Mortgage,379222.00,251758.44,4.117,1431.15,2022-03-11,2042-03-11,2027-05-13,2027-06-12,CURRENT,0,MISSING,FIRST
L003038,B5621,David Hernandez,,USDA,HOME_EQUITY,DC,54711,US Bank,606273.00,431964.20,8.379,4656.63,2012-07-26,2032-07-26,2020-02-28,2020-03-29,DEFAULT,241,INCOMPLETE,FIRST
L003039,B8440,Karen Taylor,William Anderson,FHA,CONSTRUCTION,MT,38813,Freedom Mortgage,147730.00,0.00,2.713,367.39,2019-02-14,2039-02-14,2023-11-09,2023-12-09,PAID_OFF,0,COMPLETE,SECOND
L003040,B7972,Karen Brown,,FHA,REFINANCE,WY,59964,Caliber Home Loans,504620.00,241761.32,4.663,2156.96,2017-11-25,2027-11-25,2019-11-15,2019-12-15,DELINQUENT,44,INCOMPLETE,SECOND
L003041,B9361,Richard Miller,,USDA,PURCHASE,OK,96403,PNC Bank,374770.00,328381.80,6.183,2124.10,2012-06-01,2042-06-01,2013-08-01,2013-08-31,CURRENT,0,COMPLETE,FIRST
L003042,B4289,Joseph Smith,Thomas Martinez,JUMBO,REFINANCE,NV,48942,US Bank,140914.00,60315.91,6.45,833.15,2011-11-04,2026-11-04,2012-10-15,2012-11-14,DELINQUENT,36,COMPLETE,SECOND
L003043,B4136,John White,,FIXED,CONSTRUCTION,DE,83081,Bank of America,517260.00,426280.92,3.525,1671.40,2013-12-10,2028-12-10,2022-08-28,2022-09-27,DELINQUENT,54,COMPLETE,FIRST
L003044,B6672,Sarah Martinez,Joseph Martinez,JUMBO,CASH_OUT_REFINANCE,VA,13618,Green Tree Servicing,597609.00,262979.86,5.778,3165.24,2021-09-21,2041-09-21,2029-03-22,2029-04-21,CURRENT,0,INCOMPLETE,SECOND
L003045,B4199,Charles Johnson,,USDA,REFINANCE,MI,47901,US Bank,689715.00,362575.17,5.36,3388.80,2022-11-21,2052-11-21,2024-02-21,2024-03-22,DELINQUENT,67,COMPLETE,FIRST
L003046,B6387,Patricia Taylor,,USDA,CONSTRUCTION,TX,41050,US Bank,180361.00,63244.16,3.018,498.97,2010-11-04,2030-11-04,2013-11-05,2013-12-05,CURRENT,0,COMPLETE,SECOND
